KEMET Part Number,Rated Voltage /V,VDC  Surge Voltage /V,Rated Capacitance /uF,Shape,Shape_code,Length /mm,Width /mm,Height /mm,Diameter /mm,Cylinder_length /mm,DC Leakage /mA,Maximum Temperature /deg,Endurance /Hours,MSL /Reflow Temp 260 deg,SPQ,MOQ,Impedance /mohm 20deg 10 kHz,ESL /nH,Type_code,Type,Manufacturer_code,Manufacturer,Dissipation Factor,ESR_at_100_Hz_0_deg,ESR_at_1000_Hz_0_deg,ESR_at_10000_Hz_0_deg,ESR_at_100000_Hz_0_deg,ESR_at_1000000_Hz_0_deg,ESR_at_100_Hz_40_deg,ESR_at_1000_Hz_40_deg,ESR_at_10000_Hz_40_deg,ESR_at_100000_Hz_40_deg,ESR_at_1000000_Hz_40_deg,ESR_at_100_Hz_80_deg,ESR_at_1000_Hz_80_deg,ESR_at_10000_Hz_80_deg,ESR_at_100000_Hz_80_deg,ESR_at_1000000_Hz_80_deg,ESR_at_100_Hz_120_deg,ESR_at_1000_Hz_120_deg,ESR_at_10000_Hz_120_deg,ESR_at_100000_Hz_120_deg,ESR_at_1000000_Hz_120_deg,ESR_at_100_Hz_160_deg,ESR_at_1000_Hz_160_deg,ESR_at_10000_Hz_160_deg,ESR_at_100000_Hz_160_deg,ESR_at_1000000_Hz_160_deg,Ripple_at_100_Hz_0_deg,Ripple_at_1000_Hz_0_deg,Ripple_at_10000_Hz_0_deg,Ripple_at_100000_Hz_0_deg,Ripple_at_1000000_Hz_0_deg,Ripple_at_100_Hz_40_deg,Ripple_at_1000_Hz_40_deg,Ripple_at_10000_Hz_40_deg,Ripple_at_100000_Hz_40_deg,Ripple_at_1000000_Hz_40_deg,Ripple_at_100_Hz_80_deg,Ripple_at_1000_Hz_80_deg,Ripple_at_10000_Hz_80_deg,Ripple_at_100000_Hz_80_deg,Ripple_at_1000000_Hz_80_deg,Ripple_at_100_Hz_120_deg,Ripple_at_1000_Hz_120_deg,Ripple_at_10000_Hz_120_deg,Ripple_at_100000_Hz_120_deg,Ripple_at_1000000_Hz_120_deg,Ripple_at_100_Hz_160_deg,Ripple_at_1000_Hz_160_deg,Ripple_at_10000_Hz_160_deg,Ripple_at_100000_Hz_160_deg,Ripple_at_1000000_Hz_160_deg
ALC80(1)223KP100,100,,22000,cylindrical,0,,,,50,105,,105,9000,,,,15,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,23.14285714,11.42902227,9.197363854,8.791791279,7.140189296,12.85714286,6.349456815,5.109646586,4.884328489,3.966771831,6.8,3.35815716,2.702435305,2.583267067,2.097981546,5.271428571,2.603277294,2.0949551,2.00257468,1.626376451,4.242857143,2.095320749,1.686183373,1.611828401,1.309034704,621.4714544,74.31878512,26.05329844,19.71997602,20.57102498,330.4707185,44.86389622,17.23720056,12.9612555,13.10606393,167.5258294,36.50799342,17.45178639,11.81703535,11.19717167,84.32439977,25.73138992,13.44033942,8.515469187,7.947451455,94.01304142,13.58109424,5.421567343,4.032633024,4.02292672
ALC80(1)243KP100,100,,24000,cylindrical,0,,,,50,105,,105,9000,,,,15,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,21.85714286,10.79407659,8.686399195,8.303358431,6.743512113,12.14285714,5.996709214,4.825777331,4.612976906,3.746395618,6.422222222,3.171592873,2.552300011,2.43975223,1.981427016,4.978571429,2.458650778,1.978568706,1.891320531,1.536022203,4.007142857,1.978914041,1.592506519,1.522282379,1.236310554,624.5076862,74.67420745,26.17573038,19.8119126,20.66680322,332.128108,45.07845342,17.31703665,13.02090485,13.16658368,168.4763929,36.68258933,17.53020169,11.87056107,11.24850901,84.86184706,25.85444778,13.50008425,8.5539278,7.983852773,94.49109965,13.6460445,5.446534444,4.051118062,4.041465001
ALC80(1)243KP100,200,,330,cylindrical,0,,,,25,30,,105,6000,,,,388,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,829.2857143,409.5399646,329.5722048,315.0391875,255.8567831,460.7142857,227.5222025,183.0956693,175.0217708,142.1426573,243.6666667,120.3339649,96.83726511,92.56706991,75.17767207,188.8928571,93.28410304,75.06922442,71.75892604,58.27848948,152.0357143,75.08232684,60.42157087,57.75718438,46.9070769,95.1280961,11.41283603,4.011329832,3.03974342,3.17153571,50.37844137,6.889567561,2.659566331,2.001662061,2.02304304,25.00672955,5.606385275,2.704305677,1.829086847,1.73015896,12.30309869,3.951465749,2.085808719,1.318599575,1.228196327,14.30017182,2.085593857,0.837197025,0.623131503,0.621160915
ALC80(1)331BB200,200,,390,cylindrical,0,,,,25,35,,105,6000,,,,316,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,699.4285714,345.4104507,277.9647743,265.7074698,215.7923876,388.5714286,191.8946949,154.4248746,147.615261,119.8846598,205.5111111,101.4909719,81.67360034,78.07207137,63.40566451,159.3142857,78.67682489,63.31419858,60.522257,49.15271051,128.2285714,63.3252493,50.96020861,48.71303613,39.56193773,108.7736277,13.05089225,4.58733532,3.476325223,3.627061731,57.599569,7.878410211,3.041610457,2.289246168,2.313673794,28.57731193,6.411055935,3.093075346,2.091982655,1.978759413,14.05225158,4.518609889,2.385743156,1.508136604,1.40467605,16.34910332,2.384934002,0.957477324,0.712667567,0.710401755
ALC80(1)471BD200,200,,470,cylindrical,0,,,,25,40,,105,6000,,,,263,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,581.1428571,286.995448,230.9560257,220.7716477,179.2980868,322.8571429,159.4419156,128.3089031,122.6509154,99.6100482,170.7555556,84.32705757,67.86115322,64.86870636,52.68264772,132.3714286,65.37118539,52.60665029,50.28687531,40.84011976,106.5428571,52.61583214,42.34193804,40.47480208,32.87131591,122.4747718,14.69427648,5.164835057,3.913911546,4.083613883,64.85766197,8.87046921,3.424441975,2.577356411,2.604871748,32.1856745,7.218343898,3.482225666,2.355210179,2.227781016,15.83059546,5.087598743,2.685859309,1.697893259,1.581448391,18.4096825,2.685247794,1.077980522,0.802354622,0.799810083
ALC80(1)511BD200,200,,510,cylindrical,0,,,,25,40,,105,6000,,,,253,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,538.7142857,266.0422406,214.0941919,204.6533637,166.2077397,299.2857143,147.8012448,118.9412177,113.6963132,92.33763318,158.2888889,78.17043611,62.90668849,60.13271673,48.83634821,122.7071429,60.59851035,48.76589927,46.61548839,37.8584296,98.76428571,48.77441077,39.25060185,37.51978334,30.47141895,125.1912316,15.01906278,5.278675064,4.000072134,4.173491857,66.30250081,9.066532406,3.499750556,2.633980478,2.662130094,32.91900186,7.377890315,3.55845221,2.406828525,2.276696732,16.2001946,5.200049488,2.744559278,1.735089024,1.616167156,18.82076657,2.744599588,1.101665952,0.819971461,0.817385311
ALC80(1)561CB200,200,,560,cylindrical,0,,,,30,30,,105,7000,,,,225,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,483.4285714,238.7395763,192.1227116,183.6507512,149.1506208,268.5714286,132.6330979,106.7348398,102.0281951,82.86145603,142.0444444,70.14817179,56.45087082,53.96157874,43.82450341,110.1142857,54.37957015,43.76128431,41.83155999,33.97319697,88.62857143,43.76892231,35.22249713,33.66930438,27.34428049,147.0771814,17.64826664,6.203753152,4.701416824,4.905301017,77.87356106,10.65369949,4.113615342,3.096163625,3.12915851,38.61240198,8.669447453,4.183728786,2.829549306,2.67627678,18.9738976,6.110358634,3.227119071,2.039881367,1.899835382,22.10228526,3.225063113,1.29496714,0.963885406,0.960800278
ALC80(1)681CC200,200,,680,cylindrical,0,,,,30,35,,105,7000,,,,179,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,398.5714286,196.8331613,158.3990442,151.4141831,122.9699268,221.4285714,109.3517563,87.99946897,84.11899064,68.31662598,117.1111111,57.83492887,46.54194137,44.48959949,36.13190441,90.78571429,44.83422007,36.07978228,34.48878616,28.00981665,73.07142857,36.08607957,29.03982476,27.75926691,22.54448657,169.0743563,20.28812652,7.131819736,5.404770554,5.639162442,89.51855195,12.24729927,4.729054911,3.559399043,3.597321324,44.38136249,9.966239197,4.809766667,3.25293352,3.07669913,21.80598256,7.024357211,3.710042298,2.34511296,2.184088844,25.4070993,3.707473929,1.488714125,1.108101333,1.104550221
ALC80(1)821CD200,200,,820,cylindrical,0,,,,30,40,,105,7000,,,,154,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,330.4285714,163.1810402,131.3179172,125.5272422,101.9460361,183.5714286,90.65613342,72.95439847,69.73735675,56.6366867,97.08888889,47.94702167,38.58477075,36.88331313,29.9545143,75.26428571,37.1690147,29.91130337,28.59231627,23.22104155,60.57857143,29.91652403,24.0749515,23.01332773,18.69010661,190.7719453,22.89121761,8.04673031,6.09807621,6.362526651,101.0095068,13.8187029,5.335646845,4.015934614,4.058734519,50.08581161,11.24496883,5.426549824,3.670103863,3.471309718,24.61284865,7.925625334,4.185758638,2.64585294,2.464212779,28.6688996,4.183165579,1.679660641,1.25022368,1.246223642
ALC80(1)112CF200,200,,1100,cylindrical,0,,,,30,50,,105,7000,,,,115,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,246.8571429,121.9095709,98.10521444,93.77910698,76.16201916,137.1428571,67.72753936,54.50289691,52.09950388,42.31223286,72.53333333,35.82034304,28.82597659,27.55484872,22.37846983,56.22857143,27.76829114,22.34618773,21.36079659,17.34801547,45.25714286,22.35008799,17.98595598,17.19283628,13.96303685,228.5319397,27.42038244,9.638330371,7.304076181,7.620797641,121.0123921,16.55281622,6.390743851,4.809978511,4.861287196,60.02965906,13.46985342,6.499074469,4.395574487,4.157624712,29.5132479,9.493757887,5.012902495,3.168834099,2.951405676,34.34770174,5.010830001,2.011772416,1.49740535,1.49263661
ALC80(1)911DC200,200,,910,cylindrical,0,,,,35,35,,105,8000,,,,144,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,304.7142857,150.4821265,121.0986241,115.7585852,94.0124924,169.2857143,83.6011814,67.27701338,64.3103251,52.22916244,89.53333333,44.21573594,35.58206485,34.01301639,27.62342369,69.40714286,34.27648437,27.58357548,26.36723329,21.4139566,55.86428571,27.58838986,22.20141441,21.22240728,17.23562361,192.7564848,23.12168158,8.125585034,6.157106135,6.423991377,102.1031335,13.95782669,5.386774695,4.054037546,4.097445606,50.73894537,11.35818081,5.476154152,3.704075743,3.5040536,24.99436412,8.005418862,4.223383094,2.670232738,2.487420818,28.98588549,4.22528081,1.695613359,1.262012753,1.258071767
ALC80(1)122DD200,200,,1200,cylindrical,0,,,,35,40,,105,8000,,,,111,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,234,115.560114,92.99556786,88.89477849,72.19524733,130,64.20006335,51.66420437,49.38598805,40.10847074,68.75555556,33.95470017,27.32462364,26.11970035,21.21292452,53.3,26.32202598,21.18232379,20.2482551,16.444473,42.9,21.18602091,17.04918744,16.29737606,13.23579534,220.9525888,26.50063562,9.312126398,7.05589075,7.361681573,117.0567701,15.99759421,6.17288887,4.645499205,4.695325948,58.21692402,13.01804153,6.274296524,4.244119544,4.01519436,28.70365805,9.175313983,4.838665183,3.059497968,2.850248716,33.2338382,4.842754484,1.943000843,1.446102491,1.441627672
ALC80(1)152DF200,200,,1500,cylindrical,0,,,,35,50,,105,8000,,,,86,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,186.4285714,92.06712382,74.08987549,70.82276308,57.51819155,103.5714286,51.14840212,41.16104194,39.34597949,31.95455086,54.77777778,27.05182157,21.76961774,20.80965138,16.9004069,42.46428571,20.97084487,16.8760272,16.13185159,13.10136585,34.17857143,16.8789727,13.58314384,12.98417323,10.54500178,262.6829993,31.50698988,11.07168475,8.389248128,8.752845525,139.1576038,19.01977168,7.339472389,5.523492698,5.582702646,69.18992465,15.4773383,7.460447261,5.046395719,4.774093271,34.10372292,10.90866381,5.753518275,3.637860976,3.388971102,39.50742706,5.757621014,2.310222827,1.719426312,1.714089442
ALC80(1)162DF200,200,,1600,cylindrical,0,,,,35,50,,105,8000,,,,84,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,176.1428571,86.98755837,70.00215822,66.91530029,54.34477409,97.85714286,48.32642132,38.8900879,37.17516683,30.19154116,51.75555556,25.55930727,20.56853538,19.66153268,15.96797066,40.12142857,19.81383274,15.94493604,15.2418184,12.37853188,32.29285714,15.94771903,12.83372901,12.26780505,9.963208582,265.4689748,31.83843618,11.18739257,8.476664366,8.844006163,140.6486493,19.21985531,7.415765209,5.580774436,5.640669991,69.97047726,15.64015634,7.537149619,5.098428711,4.823535426,34.50981079,11.02342045,5.81244539,3.675331273,3.424055639,39.93307074,5.818189865,2.334186881,1.73723189,1.73187403
ALC80(1)182DG200,200,,1800,cylindrical,0,,,,35,55,,105,8000,,,,73,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,156.8571429,77.46337315,62.33768834,59.58880756,48.39461634,87.14285714,43.0352073,34.63204908,33.10489309,26.88589797,46.08888889,22.76084297,18.31650596,17.50881012,14.2196527,35.72857143,17.64443499,14.19914012,13.57300617,11.02321817,28.75714286,14.20161841,11.4285762,10.92461472,8.872346329,284.9165276,34.16949378,12.00610189,9.09687107,9.49106801,150.9596973,20.62704093,7.958258371,5.988964196,6.053276056,75.11945102,16.78525358,8.088102914,5.47118973,5.176305512,37.05986956,11.83050243,6.237213797,3.94402598,3.67446819,42.86174373,6.244169823,2.504917135,1.864283951,1.858551207
ALC80(1)102EB200,200,,1000,cylindrical,0,,,,40,30,,105,9000,,,,142,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,293.1428571,144.7676154,116.4999422,111.3626895,90.44239775,162.8571429,80.42645299,64.72219008,61.86816085,50.24577653,86.13333333,42.53665736,34.2308472,32.72138285,26.57443292,66.77142857,32.97484573,26.53609793,25.36594595,20.60076838,53.74285714,26.54072949,21.35832273,20.41649308,16.58110625,180.4963208,21.64055175,7.60212225,5.759458108,6.008935654,95.66756056,13.06371554,5.038163148,3.791156676,3.832026701,47.69247396,10.6305979,5.118479362,3.462724073,3.276573505,23.57628894,7.492607344,3.946659338,2.496092278,2.325890082,27.16791239,3.954617562,1.585684839,1.180078601,1.176526008
ALC80(1)222EF200,200,,2200,cylindrical,0,,,,40,50,,105,9000,,,,66,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,136.2857143,67.30424224,54.16225381,51.77388198,42.04778141,75.71428571,37.39124569,30.090141,28.76326777,23.35987856,40.04444444,19.77581439,15.91434124,15.21257273,12.35478022,31.04285714,15.33041073,12.33695781,11.79293978,9.57755021,24.98571429,12.33911108,9.929746531,9.491878363,7.708759925,288.2447252,34.55288814,12.13637863,9.19408138,9.592233434,152.8111547,20.85848396,8.042228257,6.051375762,6.116773594,76.26836059,16.97359033,8.168516631,5.526456959,5.229853889,37.75056951,11.96324504,6.297912647,3.983637628,3.712405752,43.40095227,6.314231718,2.531054457,1.883561693,1.877968797
ALC80(1)272EH200,200,,2700,cylindrical,0,,,,40,60,,105,9000,,,,54,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,110.5714286,54.60532861,43.94296064,42.005225,34.11423775,61.42857143,30.33629367,24.41275591,23.33623611,18.9523543,32.48888889,16.04452865,12.91163535,12.34227599,10.02368961,25.18571429,12.43788041,10.00922992,9.567856806,7.770465265,20.27142857,10.01097691,8.05620945,7.700957917,6.25427692,329.1876029,39.45959206,13.85945746,10.49930357,10.95395801,174.5238108,23.82050568,9.183843653,6.910321983,6.985035833,87.12338741,19.38393537,9.3276645,6.310754952,5.972159815,43.13335972,13.66209294,7.19150851,4.548965044,4.239324794,49.56879526,7.210888038,2.89032083,2.150906755,2.144535977
ALC80(1)332EJ200,200,,3300,cylindrical,0,,,,40,70,,105,9000,,,,44,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,92.57142857,45.71608907,36.78945542,35.16716512,28.56075718,51.42857143,25.39782726,20.43858634,19.53731395,15.86708732,27.2,13.43262864,10.80974122,10.33306827,8.391926185,21.08571429,10.41310918,8.3798204,8.010298721,6.505505803,16.97142857,8.381282996,6.744733493,6.447313605,5.236138817,363.5965392,43.57897228,15.30484716,11.59377021,12.09573351,192.7953345,26.30724502,10.14082928,7.630141416,7.712775503,96.31982925,21.40751938,10.29800653,6.967541269,6.594124273,47.72716037,15.08834578,7.93919489,5.022318817,4.680800282,54.76279857,7.963667983,3.191404536,2.374908054,2.367939716
ALC80(1)392EL200,200,,3900,cylindrical,0,,,,40,80,,105,9000,,,,39,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,79.71428571,39.36663225,31.67980883,30.28283663,24.59398535,44.28571429,21.87035125,17.59989379,16.82379813,13.6633252,23.42222222,11.56698577,9.308388274,8.897919898,7.226380881,18.15714286,8.966844014,7.215956456,6.897757232,5.60196333,14.61428571,7.217215913,5.807964952,5.551853382,4.508897315,391.6598948,46.93714156,16.48271526,12.48552031,13.02600488,207.705831,28.33446543,10.920458,8.216481635,8.305607824,103.8466371,23.0571699,11.08803613,7.502366348,7.100716723,51.49880838,16.25104459,8.547815241,5.40775131,5.040376508,59.00268058,8.577343427,3.436660248,2.557357186,2.549921561
ALC80(1)472EN200,200,,4700,cylindrical,0,,,,40,100,,105,9000,,,,33,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,66.85714286,33.01717544,26.57016224,25.39850814,20.62721352,37.14285714,18.34287524,14.76120125,14.1102823,11.45956307,19.64444444,9.701342907,7.807035326,7.462771528,6.060835578,15.22857143,7.52057885,6.052092511,5.785215743,4.698420858,12.25714286,6.053148831,4.871196412,4.656393159,3.781655812,426.7792281,51.14071535,17.95740548,13.60209213,14.19082708,226.3593574,30.87202976,11.89671368,8.950753036,9.04798113,113.2476621,25.12211275,12.07764891,8.172243841,7.735147007,56.20142875,17.70644778,9.310278828,5.890527563,5.490696285,64.30600672,9.345508996,3.743790692,2.785847627,2.777813319
ALC80(1)562FP200,200,,5600,cylindrical,0,,,,45,105,,105,9000,,,,26,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,54,26.66771862,21.46051566,20.51417965,16.66044169,30,14.81539924,11.9225087,11.39676647,9.255800939,15.86666667,7.83570004,6.305682379,6.027623157,4.895290274,12.3,6.074313687,4.888228567,4.672674254,3.794878385,9.9,4.889081748,3.934427871,3.760932936,3.05441431,536.6677808,64.33069073,22.59512347,17.11710287,17.85833847,284.5196225,38.83440005,14.97253359,11.26600939,11.3878026,142.0263494,31.60149119,15.20717217,10.28858441,9.736521743,70.31076935,22.27321241,11.72457696,7.416301187,6.911451514,80.80969349,11.7558592,4.712135547,3.506663027,3.49626993
ALC80(1)682FP200,200,,6800,cylindrical,0,,,,45,105,,105,9000,,,,23,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,46.28571429,22.85804453,18.39472771,17.58358256,14.28037859,25.71428571,12.69891363,10.21929317,9.768656977,7.933543662,13.6,6.71631432,5.404870611,5.166534135,4.195963092,10.54285714,5.206554588,4.1899102,4.005149361,3.252752901,8.485714286,4.190641498,3.372366746,3.223656802,2.618069408,560.9616472,67.22285385,23.6053255,17.88048817,18.65445485,297.5108227,40.5803073,15.63891468,11.76643539,11.89416607,148.7995145,33.02222314,15.87774683,10.74337552,10.16850887,73.82025172,23.27456593,12.23991664,7.743836848,7.218002286,84.51660414,12.28437618,4.921486673,3.662235349,3.651633838
ALC80(1)822KP200,200,,8200,cylindrical,0,,,,50,105,,105,9000,,,,20,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,39.85714286,19.68331613,15.83990442,15.14141831,12.29699268,22.14285714,10.93517563,8.799946897,8.411899064,6.831662598,11.71111111,5.783492887,4.654194137,4.448959949,3.613190441,9.078571429,4.483422007,3.607978228,3.448878616,2.800981665,7.307142857,3.608607957,2.903982476,2.775926691,2.254448657,589.7479658,70.65028721,24.80261883,18.78529704,19.59806594,312.9018684,42.64934024,16.42877948,12.35961538,12.49437198,156.8174649,34.7058986,16.67272492,11.28251291,10.68057629,77.9713825,24.46124604,12.8508993,8.132124476,7.581382545,88.90790596,12.91070901,5.169640075,3.846647366,3.835793021
ALC80(1)221BB250,250,,220,cylindrical,0,,,,25,30,,105,6000,,,,469,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,1023.428571,505.4167625,406.7278682,388.7925477,315.7550378,568.5714286,280.7870903,225.9599268,215.9958598,175.4194654,300.7111111,148.5051722,119.5076946,114.2378103,92.77740615,233.1142857,115.122707,92.64356998,88.55830253,71.92198082,187.6285714,92.65973979,74.56677584,71.27863374,57.88842359,90.02256877,10.80269623,3.797552952,2.87797258,3.002790044,47.66128237,6.521245491,2.5181905,1.895376842,1.915559565,23.62347633,5.306663209,2.561297641,1.732229885,1.638349865,11.60371478,3.740217071,1.975706527,1.248809472,1.163034633,13.52684124,1.974096257,0.792738084,0.590066901,0.588170725
ALC80(1)271BC250,250,,270,cylindrical,0,,,,25,35,,105,6000,,,,363,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,833.1428571,411.4448016,331.1050987,316.5044861,257.0468147,462.8571429,228.5804453,183.9472771,175.8358256,142.8037859,244.8,120.8936578,97.28767099,92.99761442,75.52733566,189.7714286,93.71798259,75.4183836,72.09268849,58.54955223,152.7428571,75.43154696,60.70260144,58.02582244,47.12524935,104.0093957,12.48151724,4.387835136,3.325355847,3.469582878,55.06417003,7.534696552,2.909672805,2.190055399,2.213365338,27.28690525,6.131358962,2.959607523,2.001588352,1.893077943,13.39997978,4.321475201,2.282984138,1.443002836,1.343863346,15.62752224,2.280885804,0.915986028,0.681809788,0.679613702
ALC80(1)331BD250,250,,330,cylindrical,0,,,,25,40,,105,6000,,,,314,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,684,337.7911026,271.8331984,259.8462756,211.0322614,380,187.6617237,151.0184435,144.359042,117.2401452,200.9777778,99.25220051,79.8719768,76.34989332,62.00701014,155.8,76.9413067,61.91756185,59.18720722,48.06845954,125.4,61.9283688,49.83608636,47.63848386,38.68924793,117.6966367,14.12356947,4.964961311,3.76269104,3.925878497,62.31302166,8.525951464,3.292307475,2.478034108,2.504421492,30.88582277,6.937992599,3.34866268,2.264732947,2.141994259,15.17102591,4.890002876,2.583054862,1.632704585,1.520562532,17.6851895,2.580956183,1.036433501,0.771459095,0.768980158
ALC80(1)331CB250,250,,330,cylindrical,0,,,,30,30,,105,7000,,,,306,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,673.7142857,332.7115371,267.7454811,255.9388128,207.8588439,374.2857143,184.8397428,148.7474895,142.1882293,115.4771355,197.9555556,97.75968621,78.67089444,75.20177463,61.0745739,153.4571429,75.78429457,60.98647069,58.29717403,47.34562557,123.5142857,60.99711514,49.08667153,46.92211568,38.10745472,132.5544152,15.91003282,5.593964401,4.239716271,4.423649908,70.15953474,9.604382798,3.709938989,2.792549141,2.822192522,34.7238958,7.815566046,3.774546408,2.552567171,2.413947049,17.02835204,5.508530011,2.911862278,1.840262979,1.713633516,19.90908788,2.907416407,1.167971405,0.869407227,0.866568957
ALC80(1)391CC250,250,,390,cylindrical,0,,,,30,35,,105,7000,,,,245,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,569.5714286,281.2809369,226.3573437,216.375752,175.7279921,316.4285714,156.2671872,125.7540799,120.2087511,97.62666229,167.3555556,82.64797899,66.50993557,63.57707282,51.63365694,129.7357143,64.06954674,51.55917274,49.28558797,40.02693154,104.4214286,51.56817177,41.49884635,39.66888787,32.21679855,150.5255615,18.06737526,6.352578442,4.814708075,5.023592238,79.66961202,10.90670209,4.213104654,3.171308827,3.204964115,39.42592294,8.875328306,4.286577545,2.898814118,2.741364331,19.33158041,6.255466596,3.306894553,2.089893098,1.946064872,22.60746753,3.301651471,1.326385282,0.987330012,0.98410261
ALC80(1)471CC250,250,,470,cylindrical,0,,,,30,35,,105,7000,,,,206,,7,Snap-In Aluminum Electrolytic Capacitors,0,KEMET,,475.7142857,234.9299022,189.0569237,180.7201541,146.7705577,264.2857143,130.5166123,105.0316243,100.4000856,81.53919875,139.7777778,69.02878607,55.55005905,53.10048972,43.12517623,108.3571429,53.51181105,43.06296595,41.1640351,33.43107149,87.21428571,43.07048206,34.66043601,33.13202825,26.90793559,160.6114879,19.27566685,6.776770143,5.135989586,5.358774774,85.02075805,11.63610944,4.494084686,3.382695459,3.418654866,42.10742395,9.468883506,4.57173715,3.09178168,2.924034931,20.66466852,6.673813343,3.526690075,2.228979145,2.075729869,24.1279214,3.522455968,1.41480164,1.053119488,1.049706144
